incidente,data_andamento,decisao,agravo,orgao_julgador,novo_cpc,adc,adi,adpf,re,sumula,assunto,segmento,instancia,area,paradigma,efeito_vinculante,data_autuacao
2245504,2017-12-12,improcedente,sim,Celso de Mello,CPC/2015,não,sim,não,não,não,,estadual,segunda,,controle_concentrado,vinculante,2004-09-20
2256626,2013-04-08,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2004-11-19
2257729,2014-03-17,improcedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2004-11-24
2299742,2013-04-26,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,,estadual,primeira,,controle_concentrado,vinculante,2005-05-30
2307836,2014-03-18,improcedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2005-06-28
2342285,2014-02-10,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,estadual,segunda,DIREITO PREVIDENCIÁRIO,inter_partes,nao_vinculante,2005-12-09
2345155,2013-05-22,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2005-12-19
2366007,2014-02-24,improcedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2006-03-03
2366833,2013-05-10,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,federal,primeira,DIREITO PREVIDENCIÁRIO,inter_partes,nao_vinculante,2006-03-08
2402212,2017-05-10,improcedente,não,Luís Roberto Barroso,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2006-08-22
2422982,2013-10-30,improcedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2006-10-05
2432495,2014-02-10,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2006-10-25
2455347,2014-03-07,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,,trabalho,superior,,inter_partes,nao_vinculante,2006-12-01
2501754,2013-04-26,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,inter_partes,nao_vinculante,2007-03-22
2510344,2013-04-16,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,CONSUMIDOR,estadual,segunda,DIREITO DO CONSUMIDOR,inter_partes,nao_vinculante,2007-04-24
2529728,2014-03-24,improcedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2007-06-19
2529849,2013-04-08,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2007-06-19
2563832,2014-12-03,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,,federal,primeira,,controle_concentrado,vinculante,2007-10-04
2609554,2013-12-13,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2008-04-09
2609554,2013-12-13,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2008-04-09
2633526,2013-05-22,improcedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2008-08-13
2639353,2014-08-22,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2008-09-19
2643990,2014-02-24,improcedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2008-10-20
2671362,2013-02-07,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2009-04-16
2675569,2013-10-25,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-05-12
2676608,2013-06-10,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2009-05-15
2679537,2013-11-20,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2009-05-26
2679537,2013-11-20,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2009-05-26
2685341,2013-05-20,improcedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2009-06-18
2690615,2013-08-14,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2009-07-15
2691893,2013-09-20,improcedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,inter_partes,nao_vinculante,2009-07-23
3749386,2013-05-22,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,inter_partes,nao_vinculante,2009-09-08
3761858,2014-02-25,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,controle_concentrado,vinculante,2009-09-22
3764219,2013-04-08,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,stj,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-09-25
3764566,2014-08-07,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-09-25
3787258,2017-08-17,improcedente,não,Luís Roberto Barroso,CPC/2015,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-10-21
3790559,2014-02-14,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-11-03
3806151,2013-04-10,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-12-02
3806235,2013-02-27,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-12-02
3807005,2014-05-19,improcedente,não,Teori Zavascki,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2009-12-03
3807005,2014-05-19,improcedente,não,Teori Zavascki,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2009-12-03
3812662,2013-04-08,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,CIVIL,stj,superior,DIREITO CIVIL,controle_concentrado,vinculante,2009-12-14
3814942,2013-09-27,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-12-17
3814942,2013-09-27,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2009-12-17
3820541,2013-11-25,improcedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2010-01-07
3822870,2013-03-15,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2010-01-15
3868420,2017-03-13,improcedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,sumula,vinculante,2010-04-14
3871971,2013-08-28,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2010-04-20
3875561,2013-05-08,improcedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO TRIBUTÁRIO,inter_partes,nao_vinculante,2010-04-28
3877502,2014-08-01,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2010-05-03
3889015,2014-06-17,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2010-05-21
3889015,2014-06-17,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2010-05-21
3916327,2014-05-15,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2010-07-01
3916327,2014-05-15,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2010-07-01
3916980,2013-05-02,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,sim,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2010-07-02
3980343,2014-04-30,improcedente,não,Ricardo Lewandowski,CPC/1973,não,não,não,sim,não,CONSUMIDOR,stj,superior,DIREITO DO CONSUMIDOR,rext,vinculante,2010-11-04
4003365,2014-05-26,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,CIVIL,estadual,segunda,DIREITO CIVIL,controle_concentrado,vinculante,2010-12-08
4016168,2014-05-26,improcedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-01-14
4024870,2014-09-11,improcedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2011-02-05
4037405,2014-08-19,improcedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2011-02-25
4042341,2014-04-30,improcedente,não,Ricardo Lewandowski,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2011-03-09
4050115,2014-10-02,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,sim,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2011-03-23
4059490,2012-12-04,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2011-04-08
4082984,2013-09-11,improcedente,não,Rosa Weber,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2011-05-23
4093550,2013-12-10,improcedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2011-06-08
4101016,2012-11-07,improcedente,não,Luiz Fux,CPC/1973,sim,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-06-22
4109686,2013-04-03,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PENAL,controle_concentrado,vinculante,2011-07-11
4111545,2013-05-08,improcedente,não,Dias Toffoli,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-07-14
4114060,2012-11-12,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-07-21
4123687,2013-12-09,improcedente,não,Luiz Fux,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2011-08-11
4125669,2014-06-25,improcedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2011-08-15
4139877,2014-05-28,improcedente,não,Dias Toffoli,CPC/1973,sim,sim,sim,não,não,CIVIL,estadual,primeira,DIREITO CIVIL,controle_concentrado,vinculante,2011-09-12
4143487,2013-02-25,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,sim,não,DIREITO DO ESTADO,federal,primeira,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2011-09-19
4143487,2013-03-19,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,sim,não,DIREITO DO ESTADO,federal,primeira,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2011-09-19
4160316,2013-11-29,improcedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-10-21
4162282,2018-03-12,improcedente,não,Luís Roberto Barroso,CPC/2015,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2011-10-25
4165137,2014-02-28,improcedente,não,Cármen Lúcia,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-11-03
4165137,2014-02-28,improcedente,não,Cármen Lúcia,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-11-03
4167888,2013-02-25,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-11-08
4184960,2013-05-02,improcedente,não,Dias Toffoli,CPC/1973,não,sim,sim,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2011-12-19
4186195,2013-03-22,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2011-12-21
4191569,2014-02-14,improcedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,sumula,vinculante,2012-01-25
4193941,2013-03-11,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,TRABALHO,estadual,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2012-02-01
4194981,2018-05-02,improcedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-02-03
4197905,2014-03-20,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-02-08
4200762,2013-03-05,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,rext,vinculante,2012-02-13
4206701,2013-08-15,improcedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,sumula,vinculante,2012-02-28
4209129,2016-05-19,improcedente,não,Edson Fachin,CPC/2015,não,sim,sim,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ELEITORAL E PROCESSO ELEITORAL,controle_concentrado,vinculante,2012-03-05
4214036,2018-02-23,improcedente,não,Marco Aurélio,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-14
4214296,2013-04-22,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,sumula,vinculante,2012-03-15
4225395,2013-08-21,improcedente,não,Rosa Weber,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,segunda,DIREITO DO CONSUMIDOR,rext,vinculante,2012-04-10
4226078,2013-05-28,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2012-04-11
4227186,2013-09-24,improcedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2012-04-13
4230559,2013-08-21,improcedente,não,Rosa Weber,CPC/1973,não,não,não,sim,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2012-04-20
4230559,2013-08-21,improcedente,não,Rosa Weber,CPC/1973,não,não,não,sim,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2012-04-20
4230701,2013-10-30,improcedente,não,Rosa Weber,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-04-20
4230701,2013-10-30,improcedente,não,Rosa Weber,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-04-20
4231429,2014-02-14,improcedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,sumula,vinculante,2012-04-23
4235621,2013-12-17,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,controle_concentrado,vinculante,2012-05-02
4239600,2013-06-03,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-05-10
4243372,2014-04-22,improcedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,inter_partes,nao_vinculante,2012-05-17
4244684,2013-08-21,improcedente,não,Rosa Weber,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,rext,vinculante,2012-05-18
4247155,2017-11-23,improcedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-23
4252835,2013-04-23,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-05-31
4257899,2017-12-06,improcedente,não,Luís Roberto Barroso,CPC/2015,não,sim,não,não,não,,trabalho,superior,,controle_concentrado,vinculante,2012-06-11
4263498,2014-08-13,improcedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-21
4267832,2014-02-25,improcedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-06-29
4268685,2018-05-02,improcedente,não,Luís Roberto Barroso,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-07-02
4269810,2013-03-19,improcedente,não,Cármen Lúcia,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,rext,vinculante,2012-07-03
4270214,2013-03-11,improcedente,não,Teori Zavascki,CPC/1973,não,não,não,sim,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2012-07-04
4272267,2014-08-05,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-07-10
4273308,2014-03-24,improcedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,primeira,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2012-07-12
4276304,2012-11-29,improcedente,não,Ricardo Lewandowski,CPC/1973,não,não,não,não,não,TRABALHO,estadual,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-07-23
4276310,2012-12-19,improcedente,não,Ricardo Lewandowski,CPC/1973,não,não,não,não,não,TRABALHO,estadual,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-07-24
4277327,2014-05-23,improcedente,não,Ricardo Lewandowski,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,rext,vinculante,2012-07-26
4278176,2012-11-12,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2012-07-30
4287280,2013-06-03,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-08-16
4294213,2013-02-01,improcedente,não,Ricardo Lewandowski,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-08-28
